,Name,DateTimeOriginal,GPSLatitude,GPSLongitude,picture_id,nb_judgments,mean_elo_rating,st_elo_rating,elo_reduced,mu,sigma,mu_0,sigma_0,rank_0,mu_1,sigma_1,rank_1,mu_2,sigma_2,rank_2,mu_3,sigma_3,rank_3,mu_4,sigma_4,rank_4,mu_5,sigma_5,rank_5,mu_6,sigma_6,rank_6,mu_7,sigma_7,rank_7,mu_8,sigma_8,rank_8,mu_9,sigma_9,rank_9
47,team 1 (kwun tong)_shiu ming chi (simon)_49.jpg,2020:11:08 17:20:39,22.3102022777778,114.221226555556,270,40,1224.41666666667,66.0804720615613,1.13296863652749,25,8.333333333333334,0,1.6708880742678365,-5.01266422280351,0,1.578290431480325,-4.734871294440975,0,1.6205775624189145,-4.861732687256744,0,1.6162124333279235,-4.84863729998377,0,1.5322974119261878,-4.596892235778563,0,1.6884993647074005,-5.065498094122201,1,1.6258102885591172,-3.877430865677352,0,1.6083014983122184,-4.824904494936655,0,1.640139166806509,-4.920417500419527,0,1.649561425774036,-4.9486842773221085
48,team 1 (kwun tong)_shiu ming chi (simon)_50.jpg,2020:11:08 17:20:58,22.3102022777778,114.221226555556,272,34,1046.16666666667,61.4356031412839,0.233072641899825,25,8.333333333333334,7,1.6262136981890571,2.121358905432828,5,1.6067512169183615,0.1797463492449154,7,1.6941409502222216,1.917577149333336,4,1.631727152241631,-0.8951814567248935,6,1.6863090861433838,0.9410727415698484,4,1.638365915475973,-0.9150977464279196,7,1.6713207952586353,1.9860376142240943,5,1.6141891361333442,0.1574325915999672,6,1.654592224413128,1.0362233267606165,4,1.6508421657228876,-0.9525264971686624
49,team 1 (kwun tong)_shiu ming chi (simon)_54.jpg,2020:11:08 17:22:09,22.3102022777778,114.221226555556,276,28,1250.66666666667,28.9115684091816,1.26549188959327,25,8.333333333333334,0,2.1834145863051257,-6.550243758915377,0,2.033769727276288,-6.101309181828863,0,2.059821609491416,-6.179464828474248,1,2.12392965159765,-5.37178895479295,0,2.219010617995113,-6.657031853985338,0,2.000069820016866,-6.0002094600505975,0,2.013971217164896,-6.041913651494687,0,2.0718151512250422,-6.215445453675127,0,2.168479091292774,-6.5054372738783215,0,2.2644465553139903,-6.793339665941971
50,team 1 (kwun tong)_shiu ming chi (simon)_55.jpg,2020:11:08 17:22:27,22.3094060833333,114.222177166667,277,29,1148.66666666667,54.4465264495747,0.750544391966223,25,8.333333333333334,5,1.8198243325654164,-0.459472997696249,1,1.792318736044172,-4.376956208132516,2,1.7615385698617958,-3.2846157095853874,4,1.8098830194514783,-1.4296490583544357,4,1.771649221303046,-1.3149476639091375,3,1.7571670147108631,-2.27150104413259,6,1.8015116621348624,0.5954650135954127,5,1.7962990310346425,-0.3888970931039273,7,1.830162325143928,1.509513024568217,3,1.8555853825104904,-2.5667561475314704
51,team 1 (kwun tong)_shiu ming chi (simon)_56.jpg,2020:11:08 17:22:44,22.3094060833333,114.222177166667,278,37,1116.66666666667,60.7368890952582,0.588992235847933,25,8.333333333333334,3,1.5570122150765286,-1.6710366452295862,0,1.5528411918445573,-4.658523575533672,3,1.606232524154622,-1.8186975724638657,3,1.564803335838762,-1.6944100075162858,4,1.5782708821636264,-0.7348126464908793,3,1.5632491417068497,-1.6897474251205482,4,1.5829937573750723,-0.7489812721252171,4,1.545331597911215,-0.6359947937336452,4,1.606026510625216,-0.8180795318756484,6,1.6715256725016991,0.985422982494903
52,team 1 (kwun tong)_shiu ming chi (simon)_62.jpg,2020:11:08 17:25:05,22.3088764166667,114.222839805556,285,37,1043.91666666667,87.2232853953089,0.221713505922758,25,8.333333333333334,7,1.6503785306781331,2.048864407965601,5,1.599875536420033,0.2003733907399008,1,1.5902580461933689,-3.770774138580107,5,1.5511776429125927,0.3464670712622215,1,1.593440841611937,-3.780322524835811,3,1.6354917557695636,-1.906475267308691,1,1.5866341811902729,-3.759902543570818,4,1.5959203544610971,-0.7877610633832912,3,1.5755121358573327,-1.7265364075719989,4,1.59616300497538,-0.7884890149261405
53,team 1 (kwun tong)_shiu ming chi (simon)_96.jpg,2020:11:08 17:36:57,22.3126730277778,114.220369861111,322,24,1165.75,51.1612868556614,0.836789683643955,25,8.333333333333334,6,2.1744604225323942,-0.5233812675971823,7,2.0357179360966406,0.8928461917100776,6,2.2145398889577383,-0.6436196668732155,2,2.165765845628667,-4.497297536886001,3,2.2155727233156544,-3.646718169946963,6,2.0739407922001023,-0.2218223766003069,6,2.017723656355683,-0.0531709690670485,5,2.198292715248259,-1.5948781457447776,2,2.169996103553907,-4.509988310661721,4,2.233076254860755,-2.699228764582264
54,team 1 (kwun tong)_tam shun hei (marco)_100.jpg,2020:11:08 14:39:03,22.31846,114.222893999722,328,29,729.583333333333,75.6444534208116,-1.36519986094753,25,8.333333333333334,18,1.9878320672664964,12.03650379820051,20,1.976815730099013,14.06955280970296,18,2.053034334765615,11.840896995703154,20,2.0691229448380457,13.792631165485863,21,2.0981979226703884,14.705406231988835,20,2.2227053693878207,13.331883891836538,20,2.023768167386376,13.928695497840872,18,2.037333938779656,11.887998183661033,19,1.9644510156722503,13.106646952983247,21,2.092256039137886,14.723231882586342
55,team 1 (kwun tong)_tam shun hei (marco)_102.jpg,2020:11:08 14:39:13,22.31846,114.222893999722,330,28,737.5,42.8347777141213,-1.32523253065785,25,8.333333333333334,22,2.165636183225445,15.503091450323664,19,2.3703288773111137,11.889013368066658,20,2.2868995006432877,13.139301498070138,22,2.178893766683569,15.463318699949292,21,2.3064169564281016,14.080749130715695,20,2.268559324071786,13.194322027784642,20,2.2393251555205334,13.2820245334384,19,2.479080333803656,11.562758998589032,18,2.0909401917716184,11.727179424685144,22,2.296716594825329,15.109850215524013
56,team 1 (kwun tong)_tam shun hei (marco)_103.jpg,2020:11:08 14:39:54,22.3179638997222,114.2229259,331,27,673.583333333333,67.0392806607824,-1.64791613415454,25,8.333333333333334,21,2.3023801233685552,14.092859629894336,22,2.3287117852014845,15.013864644395548,25,2.2205597855955364,18.338320643213397,21,1.9545043494543568,15.136486951636927,22,2.0674975510228,15.7975073469316,22,2.3464831835508897,14.96055044934733,20,2.0048570252268894,13.985428924319333,25,2.282933446819898,18.151199659540307,22,2.154975462293088,15.535073613120735,22,2.243703928660054,15.268888214019835
57,team 1 (kwun tong)_tam shun hei (marco)_108.jpg,2020:11:08 14:41:29,22.3174731997222,114.2228853,336,37,857.75,54.4979148892206,-0.718149818994586,25,8.333333333333334,12,1.5279364205059474,7.416190738482157,14,1.5716899827805353,9.284930051658394,11,1.5981169681463876,6.205649095560837,12,1.63591010263804,7.09226969208588,13,1.6206983575805256,8.137904927258424,10,1.480590229089611,5.558229312731168,12,1.5392542785524792,7.382237164342563,12,1.5905906567158374,7.228228029852488,13,1.622045003992195,8.133864988023415,10,1.6540712789439869,5.03778616316804
58,team 1 (kwun tong)_tam shun hei (marco)_119.jpg,2020:11:08 14:43:57,22.3158974997222,114.2236354,347,37,971.0,99.2435021916938,-0.1464066414822,25,8.333333333333334,6,1.546540208683758,1.3603793739487262,7,1.4579450045951254,2.626164986214624,7,1.4925369082000128,2.522389275399961,9,1.533466015242826,4.399601954271523,5,1.4794742794695817,0.5615771615912548,4,1.625557507243721,-0.8766725217311624,8,1.510134923949571,3.469595228151287,8,1.4912768694043042,3.5261693917870875,5,1.5545992263872206,0.3362023208383382,6,1.5470762018896445,1.3587713943310664
59,team 1 (kwun tong)_tam shun hei (marco)_126.jpg,2020:11:08 14:45:18,22.31522,114.223655199722,354,27,977.666666666667,47.1792198735713,-0.11274994229089,25,8.333333333333334,11,1.9123159234862088,5.2630522295413735,11,1.906547462088112,5.280357613735664,9,1.8738273027099328,3.378518091870202,10,1.9603555285465573,4.118933414360328,10,1.9168232780616024,4.249530165815193,13,1.9670756180142408,7.098773145957278,12,1.8495744469682391,6.451276659095282,10,1.8285203622129915,4.514438913361025,10,1.8236709040007384,4.528987287997785,11,1.9002680207906093,5.299195937628172
60,team 1 (kwun tong)_tam shun hei (marco)_132.jpg,2020:11:08 14:47:37,22.3150508,114.2240646,360,31,756.166666666667,85.6237364427893,-1.23099377292218,25,8.333333333333334,17,1.846131048983826,11.461606853048522,17,1.904363780871672,11.286908657384984,16,1.8007592700428765,10.59772218987137,21,1.9563988633911007,15.130803409826695,15,1.9075487779759608,9.277353666072116,19,1.9535607066694949,13.139317879991516,15,1.840294848330407,9.47911545500878,20,1.9648508267901068,14.10544751962968,17,1.7587639812111686,11.723708056366494,16,1.852318553532693,10.443044339401922
61,team 1 (kwun tong)_tam shun hei (marco)_152.jpg,2020:11:08 14:53:00,22.3138733997222,114.2236922,380,25,1040.16666666667,65.6115751059124,0.202781612627646,25,8.333333333333334,9,1.8547452066798444,3.4357643799604665,9,1.7707450358545953,3.6877648924362143,9,1.8234588670852767,3.52962339874417,9,1.838723380793327,3.4838298576200195,8,1.7520878188583675,2.7437365434248973,6,1.8010472176610903,0.5968583470167292,7,1.8628887206443143,1.4113338380670566,7,1.8168571079242093,1.5494286762273717,10,1.8325245802142065,4.502426259357382,10,1.879796542211507,4.360610373365478
62,team 1 (kwun tong)_tam shun hei (marco)_156.jpg,2020:11:08 14:53:35,22.3138636,114.223702399722,384,25,1080.25,58.6408560646926,0.405142516515399,25,8.333333333333334,9,2.014385914298088,2.956842257105736,11,2.019788698698044,4.940633903905868,11,2.033996604718011,4.898010185845967,6,1.962126964569888,0.1136191062903364,8,1.95371184137345,2.1388644758796502,8,1.913418702211199,2.259743893366404,8,1.9653277094505672,2.104016871648298,6,1.990853645847875,0.0274390624563753,10,1.9659137147221912,4.102258855833426,7,1.936432473323472,1.1907025800295852
63,team 1 (kwun tong)_tam shun hei (marco)_158.jpg,2020:11:08 14:08:56,22.3188737997222,114.2273945,386,26,776.666666666667,59.7256353264787,-1.1274994229089,25,8.333333333333334,17,2.0760520552959223,10.771843834112232,18,2.0501228755103686,11.849631373468894,16,1.8210083419749987,10.536974974075004,18,2.143550283780542,11.569349148658372,18,2.046716455876194,11.859850632371415,16,1.9700492241374568,10.089852327587629,17,1.845305909065448,11.464082272803656,19,1.9967299480727283,13.009810155781814,18,1.9828446014293168,12.05146619571205,17,1.9996566903068071,11.00102992907958
64,team 1 (kwun tong)_tam shun hei (marco)_165.jpg,2020:11:08 14:11:54,22.3195994,114.227210999722,393,28,875.833333333333,73.0763403240167,-0.626856022438156,25,8.333333333333334,14,1.763350158057922,8.709949525826234,11,1.898274787724004,5.305175636827989,12,1.7209472219925757,6.8371583340222735,13,1.8662195687997924,7.401341293600622,12,1.803429498604412,6.589711504186765,11,1.7188857891258713,5.843342632622386,14,1.8586338881024236,8.42409833569273,10,1.7733224900457538,4.680032529862738,14,1.8026576345710217,8.592027096286934,14,1.7713202752096386,8.686039174371084
65,team 1 (kwun tong)_tam shun hei (marco)_178.jpg,2020:11:08 14:17:56,22.3195797997222,114.2287496,406,27,807.666666666667,75.9561276878524,-0.970995771669306,25,8.333333333333334,18,2.08029580971096,11.75911257086712,19,2.0893480807304035,12.73195575780879,16,2.058262744285957,9.825211767142129,18,2.084330008755589,11.747009973733231,19,2.035914625426273,12.892256123721182,16,2.027415035937846,9.917754892186462,16,1.9066077853566048,10.280176643930186,20,2.1571480089298625,13.528555973210413,18,2.0516020443874496,11.84519386683765,18,2.047135470586168,11.858593588241495
66,team 1 (kwun tong)_tam shun hei (marco)_186.jpg,2020:11:08 14:20:06,22.3205524,114.2280257,414,28,798.0,50.4957243914589,-1.01979798549671,25,8.333333333333334,19,2.0484739583776297,12.85457812486711,16,1.869353892512076,10.391938322463773,16,1.968938781255649,10.093183656233052,16,1.894613749576757,10.316158751269729,18,1.9498056026383384,12.150583192084984,17,1.9173854654164215,11.247843603750734,17,1.9946877627979036,11.01593671160629,19,1.9899905440537335,13.0300283678388,16,1.99189891286729,10.024303261398131,16,1.919451707573116,10.241644877280653
67,team 1 (kwun tong)_tam shun hei (marco)_187.jpg,2020:11:08 14:20:19,22.3205524,114.2280257,415,33,694.083333333333,68.4974562677441,-1.54442178414126,25,8.333333333333334,20,1.892338671111791,14.322983986664626,19,1.8176857497341403,13.54694275079758,21,1.8035437539812795,15.589368738056162,18,1.8865413116159209,12.340376065152238,20,1.7790885689824825,14.662734293052551,21,1.8107444200056129,15.567766739983162,18,1.7768505050889356,12.669448484733191,19,1.7587325322646297,13.723802403206111,20,1.828875746836971,14.513372759489087,19,1.8770168356937535,13.368949492918738
68,team 1 (kwun tong)_tam shun hei (marco)_202.jpg,2020:11:08 14:24:53,22.3213717,114.226411799722,430,39,849.5,89.6695955362595,-0.759799984243833,25,8.333333333333334,13,1.570818603239544,8.287544190281368,15,1.6436044626100426,10.069186612169872,11,1.554294694292031,6.337115917123906,11,1.5145239418130352,6.456428174560895,13,1.514446634349793,8.456660096950621,12,1.512177102174389,7.463468693476833,10,1.5256658368924343,5.4230024893226965,11,1.5417836052425435,6.37464918427237,11,1.7054125914579914,5.883762225626025,12,1.5148705503373645,7.455388348987906
69,team 1 (kwun tong)_tam shun hei (marco)_205.jpg,2020:11:08 14:05:33,22.3179340997222,114.228319299722,433,25,764.083333333333,46.3925118043327,-1.1910264426325,25,8.333333333333334,18,2.2943608615362305,11.116917415391308,14,2.6355854421384013,6.093243673584796,21,2.428973419524248,13.713079741427256,23,2.500185855150308,15.499442434549076,21,2.375381148243969,13.873856555268093,19,2.262659311325067,12.2120220660248,17,2.300956480114125,10.097130559657623,19,2.453163405248264,11.640509784255208,22,2.515033830642236,14.454898508073292,20,2.405552935795428,12.783341192613715
70,team 1 (kwun tong)_tam shun hei (marco)_207.jpg,2020:11:08 14:01:12,22.3168685,114.228953599722,435,29,1189.91666666667,82.8706092579744,0.958795218212456,25,8.333333333333334,3,1.8034491174181653,-2.410347352254496,3,1.953647576310441,-2.860942728931323,2,1.859836132505062,-3.579508397515186,0,1.845709634905894,-5.537128904717682,2,1.8451828224611129,-3.5355484673833386,1,1.8509418722881168,-4.552825616864352,4,1.925799419326271,-1.7773982579788132,1,1.9548187211682893,-4.864456163504869,3,1.741732703490707,-2.225198110472121,0,1.9004909363621676,-5.701472809086502
71,team 1 (kwun tong)_tam shun hei (marco)_211.jpg,2020:11:08 14:27:06,22.3224370997222,114.226024699722,439,35,1057.0,96.5335551646539,0.287764778085704,25,8.333333333333334,3,1.5694132133345593,-1.7082396400036777,3,1.6103437571983223,-1.8310312715949677,3,1.5811803309605217,-1.7435409928815648,3,1.6062697164016604,-1.8188091492049807,5,1.5917138354378102,0.2248584936865691,4,1.5850245653367605,-0.7550736960102808,7,1.6324705660245176,2.1025883019264477,5,1.6170666583147908,0.1488000250556274,6,1.6143658702473709,1.1569023892578878,6,1.685303677651964,0.9440889670441076
72,team 1 (kwun tong)_tam shun hei (marco)_215.jpg,2020:11:08 14:29:38,22.3225434,114.224869799722,443,28,1100.33333333333,59.4296120455013,0.506533322829221,25,8.333333333333334,5,1.726407861150386,-0.1792235834511579,4,1.6784151913161764,-1.0352455739485291,5,1.7613231727703036,-0.2839695183109105,5,1.7225341135559649,-0.1676023406678943,7,1.649243762184489,2.052268713446532,6,1.7557287977937428,0.7328136066187714,8,1.702834084628544,2.891497746114368,7,1.6893331005912218,1.932000698226335,5,1.6941679186358445,-0.082503755907533,6,1.7372130301981514,0.7883609094055455
73,team 1 (kwun tong)_tam shun hei (marco)_219.jpg,2020:11:08 14:30:13,22.3225434,114.224869799722,447,38,881.333333333333,61.1471151974457,-0.599089245605325,25,8.333333333333334,9,1.7176588152997707,3.847023554100688,13,1.6513198704161989,8.046040388751404,12,1.553633622997637,7.339099131007089,12,1.6144507561179569,7.15664773164613,9,1.5360301415889526,4.391909575233142,12,1.5299013308549534,7.410296007435139,14,1.5934499793498738,9.21965006195038,10,1.6019238819271993,5.194228354218402,11,1.5560190558858742,6.331942832342378,13,1.6022116437723928,8.193365068682821
74,team 1 (kwun tong)_tam shun hei (marco)_221.jpg,2020:11:08 14:31:53,22.3218263997222,114.2248218,449,18,606.333333333333,34.0623314563525,-1.98742808724688,25,8.333333333333334,28,3.1715022418466687,18.485493274459994,28,3.032681294017803,18.90195611794659,29,2.9820326113259874,20.05390216602204,30,3.1617868616801057,20.51463941495968,28,2.9951469113614166,19.01455926591575,30,3.255903036994876,20.23229088901537,27,3.228467660470024,17.31459701858993,28,3.405186075010631,17.78444177496811,27,3.406613608695712,16.780159173912864,30,3.0642199850730645,20.80734004478081
75,team 1 (kwun tong)_tam shun hei (marco)_226.jpg,2020:11:08 14:33:59,22.3208556,114.2239524,454,27,722.333333333333,69.4999454981256,-1.40180152131808,25,8.333333333333334,19,2.255306904813864,12.234079285558408,19,2.2693643729461224,12.191906881161632,24,2.379474070333831,16.86157778899851,20,2.033753851279846,13.89873844616046,17,2.219322121252648,10.342033636242055,20,2.361489693302217,12.91553092009335,18,2.189284980571899,11.432145058284302,18,2.1159027365190384,11.652291790442884,20,2.219304802206138,13.342085593381588,20,2.361510940138104,12.915467179585688
76,team 1 (kwun tong)_tam shun hei (marco)_233.jpg,2020:11:08 14:36:56,22.3198533997222,114.2236855,461,38,641.416666666667,59.6572914591538,-1.81030970775261,25,8.333333333333334,20,1.9792492660791965,14.062252201762412,23,2.116372605484986,16.650882183545043,27,2.260077930085,20.219766209745,23,1.984553843204901,17.046338470385297,21,2.160269122973937,14.51919263107819,22,2.1832612138923864,15.45021635832284,22,2.2229965491547072,15.33101035253588,23,2.123806429713282,16.628580710860156,25,2.163892100178797,18.50832369946361,23,2.2691371953888626,16.192588413833413
77,team 1 (kwun tong)_tam shun hei (marco)_238.jpg,2020:11:08 14:38:24,22.3189823997222,114.222925,466,35,725.666666666667,61.2258610442194,-1.38497317172242,25,8.333333333333334,17,1.886673692299698,11.339978923100906,20,2.0956809329703447,13.712957201088964,20,2.051140448334875,13.846578654995374,20,2.0217389116695674,13.934783264991298,20,1.8863473700588345,14.340957889823496,19,1.9307143667737403,13.207856899678776,18,1.8175110629926423,12.547466811022073,18,1.9759630048378696,12.072110985486391,19,1.9946299229686848,13.016110231093943,19,1.9709853611290145,13.087043916612958
