,image,elo_reduced
1290,Team 3 (Sheung Wan)_Wong Sum Yee (Jenny)_137.jpg,0.2
1291,Team 3 (Sheung Wan)_Wong Sum Yee (Jenny)_142.jpg,0.3
1292,Team 3 (Sheung Wan)_Wong Sum Yee (Jenny)_143.jpg,-0.2
1293,Team 3 (Sheung Wan)_Wong Sum Yee (Jenny)_154.jpg,1.6
1294,Team 3 (Sheung Wan)_Wong Sum Yee (Jenny)_157.jpg,0.3
1295,Team 3 (Sheung Wan)_Wong Sum Yee (Jenny)_158.jpg,1.0
1296,Team 3 (Sheung Wan)_Wong Sum Yee (Jenny)_159.jpg,0.7
1297,Team 3 (Sheung Wan)_Wong Sum Yee (Jenny)_168.jpg,0.8
1298,Team 3 (Sheung Wan)_Wong Sum Yee (Jenny)_187.jpg,0.4
1299,Team 3 (Sheung Wan)_Wong Sum Yee (Jenny)_193.jpg,1.1
1300,Team 3 (Sheung Wan)_Wong Sum Yee (Jenny)_2.jpg,1.0
1301,Team 3 (Sheung Wan)_Wong Sum Yee (Jenny)_203.jpg,0.4
1302,Team 3 (Sheung Wan)_Wong Sum Yee (Jenny)_209.jpg,0.5
1303,Team 3 (Sheung Wan)_Wong Sum Yee (Jenny)_215.jpg,0.9
1304,Team 3 (Sheung Wan)_Wong Sum Yee (Jenny)_22.jpg,1.5
1305,Team 3 (Sheung Wan)_Wong Sum Yee (Jenny)_234.jpg,-0.1
1306,Team 3 (Sheung Wan)_Wong Sum Yee (Jenny)_236.jpg,1.9
1307,Team 3 (Sheung Wan)_Wong Sum Yee (Jenny)_239.jpg,0.2
1308,Team 3 (Sheung Wan)_Wong Sum Yee (Jenny)_36.jpg,-1.0
1309,Team 3 (Sheung Wan)_Wong Sum Yee (Jenny)_49.jpg,-0.7
1310,Team 3 (Sheung Wan)_Wong Sum Yee (Jenny)_56.jpg,0.9
1311,Team 3 (Sheung Wan)_Wong Sum Yee (Jenny)_59.jpg,0.2
1312,Team 3 (Sheung Wan)_Wong Sum Yee (Jenny)_63.jpg,-0.6
1313,Team 3 (Sheung Wan)_Wong Sum Yee (Jenny)_70.jpg,-0.3
1314,Team 3 (Sheung Wan)_Wong Sum Yee (Jenny)_94.jpg,-0.0
1315,Team 4 (North Point)_Chan Kei Yan (Candy)_100.jpg,1.8
1316,Team 4 (North Point)_Chan Kei Yan (Candy)_111.jpg,-0.4
1317,Team 4 (North Point)_Chan Kei Yan (Candy)_113.jpg,0.1
1318,Team 4 (North Point)_Chan Kei Yan (Candy)_119.jpg,-1.0
1319,Team 4 (North Point)_Chan Kei Yan (Candy)_125.jpg,1.0
1320,Team 4 (North Point)_Chan Kei Yan (Candy)_129.jpg,0.3
1321,Team 4 (North Point)_Chan Kei Yan (Candy)_14.jpg,1.8
1322,Team 4 (North Point)_Chan Kei Yan (Candy)_143.jpg,-0.5
1323,Team 4 (North Point)_Chan Kei Yan (Candy)_144.jpg,-0.2
1324,Team 4 (North Point)_Chan Kei Yan (Candy)_145.jpg,-1.0
1325,Team 4 (North Point)_Chan Kei Yan (Candy)_176.jpg,-0.6
1326,Team 4 (North Point)_Chan Kei Yan (Candy)_178.jpg,0.5
1327,Team 4 (North Point)_Chan Kei Yan (Candy)_185.jpg,-0.9
1328,Team 4 (North Point)_Chan Kei Yan (Candy)_193.jpg,-0.8
1329,Team 4 (North Point)_Chan Kei Yan (Candy)_195.jpg,-0.1
1330,Team 4 (North Point)_Chan Kei Yan (Candy)_223.jpg,1.5
1331,Team 4 (North Point)_Chan Kei Yan (Candy)_228.jpg,-0.6
1332,Team 4 (North Point)_Chan Kei Yan (Candy)_235.jpg,-0.2
1333,Team 4 (North Point)_Chan Kei Yan (Candy)_38.jpg,-0.4
1334,Team 4 (North Point)_Chan Kei Yan (Candy)_45.jpg,-0.5
1335,Team 4 (North Point)_Chan Kei Yan (Candy)_53.jpg,0.0
1336,Team 4 (North Point)_Chan Kei Yan (Candy)_60.jpg,-1.0
1337,Team 4 (North Point)_Chan Kei Yan (Candy)_70.jpg,1.8
1338,Team 4 (North Point)_Chan Kei Yan (Candy)_90.jpg,-0.1
1339,Team 4 (North Point)_Chan Kei Yan (Candy)_95.jpg,-0.3
1340,Team 4 (North Point)_Chan Kei Yan (Candy)_97.jpg,-0.4
1341,Team 4 (North Point)_Kong Ling Chuen (Zoe)_1.jpg,2.3
1342,Team 4 (North Point)_Kong Ling Chuen (Zoe)_106.jpg,1.0
1343,Team 4 (North Point)_Kong Ling Chuen (Zoe)_109.jpg,0.2
1344,Team 4 (North Point)_Kong Ling Chuen (Zoe)_117.jpg,1.3
1345,Team 4 (North Point)_Kong Ling Chuen (Zoe)_123.jpg,0.9
1346,Team 4 (North Point)_Kong Ling Chuen (Zoe)_139.jpg,0.4
1347,Team 4 (North Point)_Kong Ling Chuen (Zoe)_143.jpg,-1.4
1348,Team 4 (North Point)_Kong Ling Chuen (Zoe)_151.jpg,2.6
1349,Team 4 (North Point)_Kong Ling Chuen (Zoe)_155.jpg,-0.7
1350,Team 4 (North Point)_Kong Ling Chuen (Zoe)_161.jpg,0.5
1351,Team 4 (North Point)_Kong Ling Chuen (Zoe)_174.jpg,-0.6
1352,Team 4 (North Point)_Kong Ling Chuen (Zoe)_191.jpg,-0.2
1353,Team 4 (North Point)_Kong Ling Chuen (Zoe)_2.jpg,-0.6
1354,Team 4 (North Point)_Kong Ling Chuen (Zoe)_200.jpg,0.6
1355,Team 4 (North Point)_Kong Ling Chuen (Zoe)_202.jpg,-0.9
1356,Team 4 (North Point)_Kong Ling Chuen (Zoe)_207.jpg,0.5
1357,Team 4 (North Point)_Kong Ling Chuen (Zoe)_213.jpg,-0.4
1358,Team 4 (North Point)_Kong Ling Chuen (Zoe)_215.jpg,0.9
1359,Team 4 (North Point)_Kong Ling Chuen (Zoe)_226.jpg,1.9
1360,Team 4 (North Point)_Kong Ling Chuen (Zoe)_237.jpg,0.1
1361,Team 4 (North Point)_Kong Ling Chuen (Zoe)_32.jpg,-0.6
1362,Team 4 (North Point)_Kong Ling Chuen (Zoe)_36.jpg,0.8
1363,Team 4 (North Point)_Kong Ling Chuen (Zoe)_37.jpg,-0.2
1364,Team 4 (North Point)_Kong Ling Chuen (Zoe)_43.jpg,1.2
1365,Team 4 (North Point)_Kong Ling Chuen (Zoe)_61.jpg,0.9
1366,Team 4 (North Point)_Kong Ling Chuen (Zoe)_70.jpg,1.2
1367,Team 4 (North Point)_Kong Ling Chuen (Zoe)_93.jpg,0.1
1368,Team 4 (North Point)_Kong Ling Chuen (Zoe)_94.jpg,-1.1
1369,Team 4 (North Point)_Kwan Sheung Lai (Harry)_1.jpg,0.9
1370,Team 4 (North Point)_Kwan Sheung Lai (Harry)_15.jpg,0.5
1371,Team 4 (North Point)_Kwan Sheung Lai (Harry)_153.jpg,0.4
1372,Team 4 (North Point)_Kwan Sheung Lai (Harry)_173.jpg,1.0
1373,Team 4 (North Point)_Kwan Sheung Lai (Harry)_19.jpg,0.5
1374,Team 4 (North Point)_Kwan Sheung Lai (Harry)_20.jpg,1.7
1375,Team 4 (North Point)_Kwan Sheung Lai (Harry)_201.jpg,0.7
1376,Team 4 (North Point)_Kwan Sheung Lai (Harry)_207.jpg,0.3
1377,Team 4 (North Point)_Kwan Sheung Lai (Harry)_211.jpg,1.0
1378,Team 4 (North Point)_Kwan Sheung Lai (Harry)_231.jpg,0.6
1379,Team 4 (North Point)_Kwan Sheung Lai (Harry)_232.jpg,0.7
1380,Team 4 (North Point)_Kwan Sheung Lai (Harry)_5.jpg,1.7
1381,Team 4 (North Point)_Kwan Sheung Lai (Harry)_54.jpg,1.7
1382,Team 4 (North Point)_Kwan Sheung Lai (Harry)_59.jpg,0.8
1383,Team 4 (North Point)_Kwan Sheung Lai (Harry)_60.jpg,0.4
1384,Team 4 (North Point)_Kwan Sheung Lai (Harry)_69.jpg,0.6
1385,Team 4 (North Point)_Kwan Sheung Lai (Harry)_73.jpg,2.0
1386,Team 4 (North Point)_Kwan Sheung Lai (Harry)_83.jpg,1.1
1387,Team 4 (North Point)_Kwan Sheung Lai (Harry)_86.jpg,1.3
1388,Team 4 (North Point)_Kwan Sheung Lai (Harry)_94.jpg,1.4
1389,Team 4 (North Point)_Kwok Shun Wang (Clement)_110.jpg,0.6
1390,Team 4 (North Point)_Kwok Shun Wang (Clement)_129.jpg,-0.5
1391,Team 4 (North Point)_Kwok Shun Wang (Clement)_141.jpg,-2.6
1392,Team 4 (North Point)_Kwok Shun Wang (Clement)_148.jpg,-0.2
1393,Team 4 (North Point)_Kwok Shun Wang (Clement)_150.jpg,-0.5
1394,Team 4 (North Point)_Kwok Shun Wang (Clement)_152.jpg,1.2
1395,Team 4 (North Point)_Kwok Shun Wang (Clement)_153.jpg,0.2
1396,Team 4 (North Point)_Kwok Shun Wang (Clement)_156.jpg,2.1
1397,Team 4 (North Point)_Kwok Shun Wang (Clement)_157.jpg,0.7
1398,Team 4 (North Point)_Kwok Shun Wang (Clement)_168.jpg,0.1
1399,Team 4 (North Point)_Kwok Shun Wang (Clement)_169.jpg,1.9
1400,Team 4 (North Point)_Kwok Shun Wang (Clement)_170.jpg,1.5
1401,Team 4 (North Point)_Kwok Shun Wang (Clement)_180.jpg,1.7
1402,Team 4 (North Point)_Kwok Shun Wang (Clement)_181.jpg,1.4
1403,Team 4 (North Point)_Kwok Shun Wang (Clement)_189.jpg,0.6
1404,Team 4 (North Point)_Kwok Shun Wang (Clement)_2.jpg,0.0
1405,Team 4 (North Point)_Kwok Shun Wang (Clement)_204.jpg,-1.3
1406,Team 4 (North Point)_Kwok Shun Wang (Clement)_206.jpg,-2.0
1407,Team 4 (North Point)_Kwok Shun Wang (Clement)_208.jpg,0.1
1408,Team 4 (North Point)_Kwok Shun Wang (Clement)_212.jpg,-0.1
1409,Team 4 (North Point)_Kwok Shun Wang (Clement)_215.jpg,-2.1
1410,Team 4 (North Point)_Kwok Shun Wang (Clement)_22.jpg,2.0
1411,Team 4 (North Point)_Kwok Shun Wang (Clement)_220.jpg,-2.1
1412,Team 4 (North Point)_Kwok Shun Wang (Clement)_223.jpg,-2.2
1413,Team 4 (North Point)_Kwok Shun Wang (Clement)_224.jpg,0.7
1414,Team 4 (North Point)_Kwok Shun Wang (Clement)_236.jpg,0.5
1415,Team 4 (North Point)_Kwok Shun Wang (Clement)_26.jpg,-0.4
1416,Team 4 (North Point)_Kwok Shun Wang (Clement)_30.jpg,0.5
1417,Team 4 (North Point)_Kwok Shun Wang (Clement)_39.jpg,1.6
1418,Team 4 (North Point)_Kwok Shun Wang (Clement)_40.jpg,1.7
1419,Team 4 (North Point)_Kwok Shun Wang (Clement)_65.jpg,0.4
1420,Team 4 (North Point)_Kwok Shun Wang (Clement)_66.jpg,0.9
1421,Team 4 (North Point)_Kwok Shun Wang (Clement)_69.jpg,1.2
1422,Team 4 (North Point)_Kwok Shun Wang (Clement)_76.jpg,-1.3
1423,Team 4 (North Point)_Li Lok Yin (Stephy)_101.jpg,1.2
1424,Team 4 (North Point)_Li Lok Yin (Stephy)_112.jpg,0.8
1425,Team 4 (North Point)_Li Lok Yin (Stephy)_12.jpg,-0.6
1426,Team 4 (North Point)_Li Lok Yin (Stephy)_120.jpg,0.1
1427,Team 4 (North Point)_Li Lok Yin (Stephy)_128.jpg,1.4
1428,Team 4 (North Point)_Li Lok Yin (Stephy)_13.jpg,0.5
1429,Team 4 (North Point)_Li Lok Yin (Stephy)_131.jpg,-0.8
1430,Team 4 (North Point)_Li Lok Yin (Stephy)_138.jpg,0.5
1431,Team 4 (North Point)_Li Lok Yin (Stephy)_140.jpg,0.4
1432,Team 4 (North Point)_Li Lok Yin (Stephy)_15.jpg,0.1
1433,Team 4 (North Point)_Li Lok Yin (Stephy)_161.jpg,-1.0
1434,Team 4 (North Point)_Li Lok Yin (Stephy)_162.jpg,-1.5
1435,Team 4 (North Point)_Li Lok Yin (Stephy)_183.jpg,0.5
1436,Team 4 (North Point)_Li Lok Yin (Stephy)_191.jpg,0.7
1437,Team 4 (North Point)_Li Lok Yin (Stephy)_203.jpg,-0.3
1438,Team 4 (North Point)_Li Lok Yin (Stephy)_204.jpg,-1.0
1439,Team 4 (North Point)_Li Lok Yin (Stephy)_217.jpg,0.1
1440,Team 4 (North Point)_Li Lok Yin (Stephy)_221.jpg,0.2
1441,Team 4 (North Point)_Li Lok Yin (Stephy)_235.jpg,1.2
1442,Team 4 (North Point)_Li Lok Yin (Stephy)_25.jpg,-0.2
1443,Team 4 (North Point)_Li Lok Yin (Stephy)_26.jpg,0.2
1444,Team 4 (North Point)_Li Lok Yin (Stephy)_31.jpg,-0.4
1445,Team 4 (North Point)_Li Lok Yin (Stephy)_39.jpg,-0.2
1446,Team 4 (North Point)_Li Lok Yin (Stephy)_43.jpg,1.3
1447,Team 4 (North Point)_Li Lok Yin (Stephy)_45.jpg,1.0
1448,Team 4 (North Point)_Li Lok Yin (Stephy)_48.jpg,2.0
1449,Team 4 (North Point)_Li Lok Yin (Stephy)_49.jpg,1.7
1450,Team 4 (North Point)_Li Lok Yin (Stephy)_66.jpg,1.5
1451,Team 4 (North Point)_Tang Chun Bun (Chris)_118.jpg,0.6
1452,Team 4 (North Point)_Tang Chun Bun (Chris)_13.jpg,0.7
1453,Team 4 (North Point)_Tang Chun Bun (Chris)_138.jpg,0.7
1454,Team 4 (North Point)_Tang Chun Bun (Chris)_144.jpg,1.1
1455,Team 4 (North Point)_Tang Chun Bun (Chris)_202.jpg,0.4
1456,Team 4 (North Point)_Tang Chun Bun (Chris)_213.jpg,0.8
1457,Team 4 (North Point)_Tang Chun Bun (Chris)_240.jpg,0.5
1458,Team 4 (North Point)_Tang Chun Bun (Chris)_34.jpg,-1.2
1459,Team 4 (North Point)_Tang Chun Bun (Chris)_36.jpg,-1.0
1460,Team 4 (North Point)_Tang Chun Bun (Chris)_4.jpg,1.1
1461,Team 4 (North Point)_Tang Chun Bun (Chris)_42.jpg,0.9
1462,Team 4 (North Point)_Tang Chun Bun (Chris)_43.jpg,-0.9
1463,Team 4 (North Point)_Tang Chun Bun (Chris)_58.jpg,-1.2
1464,Team 4 (North Point)_Tang Chun Bun (Chris)_6.jpg,1.8
1465,Team 4 (North Point)_Tang Chun Bun (Chris)_67.jpg,-1.5
1466,Team 4 (North Point)_Tang Chun Bun (Chris)_78.jpg,-1.4
1467,Team 4 (North Point)_Tang Chun Bun (Chris)_88.jpg,-0.1
1468,Team 4 (North Point)_Tang Chun Bun (Chris)_89.jpg,-0.6
1469,Team 4 (North Point)_Tang Chun Bun (Chris)_99.jpg,-0.5
1470,Team 5 (Tai Koo)_Chau Chun Yiu (Daniel)_100.jpg,-0.7
1471,Team 5 (Tai Koo)_Chau Chun Yiu (Daniel)_104.jpg,-0.6
1472,Team 5 (Tai Koo)_Chau Chun Yiu (Daniel)_105.jpg,-0.6
1473,Team 5 (Tai Koo)_Chau Chun Yiu (Daniel)_107.jpg,0.6
1474,Team 5 (Tai Koo)_Chau Chun Yiu (Daniel)_123.jpg,-0.2
1475,Team 5 (Tai Koo)_Chau Chun Yiu (Daniel)_146.jpg,-0.8
1476,Team 5 (Tai Koo)_Chau Chun Yiu (Daniel)_151.jpg,-0.0
1477,Team 5 (Tai Koo)_Chau Chun Yiu (Daniel)_165.jpg,-0.4
1478,Team 5 (Tai Koo)_Chau Chun Yiu (Daniel)_171.jpg,0.3
1479,Team 5 (Tai Koo)_Chau Chun Yiu (Daniel)_180.jpg,0.2
1480,Team 5 (Tai Koo)_Chau Chun Yiu (Daniel)_181.jpg,0.1
1481,Team 5 (Tai Koo)_Chau Chun Yiu (Daniel)_193.jpg,-0.1
1482,Team 5 (Tai Koo)_Chau Chun Yiu (Daniel)_20.jpg,2.7
1483,Team 5 (Tai Koo)_Chau Chun Yiu (Daniel)_216.jpg,-0.6
1484,Team 5 (Tai Koo)_Chau Chun Yiu (Daniel)_218.jpg,1.0
1485,Team 5 (Tai Koo)_Chau Chun Yiu (Daniel)_222.jpg,0.0
1486,Team 5 (Tai Koo)_Chau Chun Yiu (Daniel)_232.jpg,0.8
1487,Team 5 (Tai Koo)_Chau Chun Yiu (Daniel)_36.jpg,1.9
1488,Team 5 (Tai Koo)_Chau Chun Yiu (Daniel)_38.jpg,2.6
1489,Team 5 (Tai Koo)_Chau Chun Yiu (Daniel)_44.jpg,1.8
1490,Team 5 (Tai Koo)_Chau Chun Yiu (Daniel)_45.jpg,1.3
1491,Team 5 (Tai Koo)_Chau Chun Yiu (Daniel)_50.jpg,1.7
1492,Team 5 (Tai Koo)_Chau Chun Yiu (Daniel)_51.jpg,2.4
1493,Team 5 (Tai Koo)_Chau Chun Yiu (Daniel)_55.jpg,1.8
1494,Team 5 (Tai Koo)_Chau Chun Yiu (Daniel)_68.jpg,1.9
1495,Team 5 (Tai Koo)_Chau Chun Yiu (Daniel)_76.jpg,-0.5
1496,Team 5 (Tai Koo)_Chau Chun Yiu (Daniel)_83.jpg,0.1
1497,Team 5 (Tai Koo)_Chau Chun Yiu (Daniel)_85.jpg,-1.1
1498,Team 5 (Tai Koo)_Chau Chun Yiu (Daniel)_86.jpg,-0.1
1499,Team 5 (Tai Koo)_Chen Apple_110.jpg,0.2
1500,Team 5 (Tai Koo)_Chen Apple_112.jpg,0.5
1501,Team 5 (Tai Koo)_Chen Apple_117.jpg,1.2
1502,Team 5 (Tai Koo)_Chen Apple_121.jpg,0.0
1503,Team 5 (Tai Koo)_Chen Apple_128.jpg,1.1
1504,Team 5 (Tai Koo)_Chen Apple_150.jpg,-0.8
1505,Team 5 (Tai Koo)_Chen Apple_168.jpg,-0.8
1506,Team 5 (Tai Koo)_Chen Apple_172.jpg,-0.7
1507,Team 5 (Tai Koo)_Chen Apple_183.jpg,-1.4
1508,Team 5 (Tai Koo)_Chen Apple_194.jpg,-1.3
1509,Team 5 (Tai Koo)_Chen Apple_209.jpg,-0.7
1510,Team 5 (Tai Koo)_Chen Apple_21.jpg,-0.2
1511,Team 5 (Tai Koo)_Chen Apple_215.jpg,-1.7
1512,Team 5 (Tai Koo)_Chen Apple_219.jpg,-1.2
1513,Team 5 (Tai Koo)_Chen Apple_223.jpg,-0.6
1514,Team 5 (Tai Koo)_Chen Apple_235.jpg,-0.8
1515,Team 5 (Tai Koo)_Chen Apple_239.jpg,-0.5
1516,Team 5 (Tai Koo)_Chen Apple_39.jpg,-0.4
1517,Team 5 (Tai Koo)_Chen Apple_45.jpg,0.0
1518,Team 5 (Tai Koo)_Chen Apple_61.jpg,1.1
1519,Team 5 (Tai Koo)_Chen Apple_76.jpg,0.4
1520,Team 5 (Tai Koo)_Chen Apple_8.jpg,-0.8
1521,Team 5 (Tai Koo)_Chen Apple_87.jpg,-0.1
1522,Team 5 (Tai Koo)_Chen Apple_93.jpg,-0.5
1523,Team 5 (Tai Koo)_Co Sam Wendell Chen_12.jpg,0.8
1524,Team 5 (Tai Koo)_Co Sam Wendell Chen_124.jpg,-0.0
1525,Team 5 (Tai Koo)_Co Sam Wendell Chen_130.jpg,0.1
1526,Team 5 (Tai Koo)_Co Sam Wendell Chen_134.jpg,-0.5
1527,Team 5 (Tai Koo)_Co Sam Wendell Chen_140.jpg,-1.9
1528,Team 5 (Tai Koo)_Co Sam Wendell Chen_141.jpg,-1.4
1529,Team 5 (Tai Koo)_Co Sam Wendell Chen_142.jpg,-0.3
1530,Team 5 (Tai Koo)_Co Sam Wendell Chen_152.jpg,1.5
1531,Team 5 (Tai Koo)_Co Sam Wendell Chen_161.jpg,2.1
1532,Team 5 (Tai Koo)_Co Sam Wendell Chen_191.jpg,1.1
1533,Team 5 (Tai Koo)_Co Sam Wendell Chen_195.jpg,0.6
1534,Team 5 (Tai Koo)_Co Sam Wendell Chen_199.jpg,1.1
1535,Team 5 (Tai Koo)_Co Sam Wendell Chen_200.jpg,-0.1
1536,Team 5 (Tai Koo)_Co Sam Wendell Chen_208.jpg,-2.2
1537,Team 5 (Tai Koo)_Co Sam Wendell Chen_212.jpg,0.8
1538,Team 5 (Tai Koo)_Co Sam Wendell Chen_221.jpg,0.5
1539,Team 5 (Tai Koo)_Co Sam Wendell Chen_222.jpg,0.5
1540,Team 5 (Tai Koo)_Co Sam Wendell Chen_29.jpg,1.2
1541,Team 5 (Tai Koo)_Co Sam Wendell Chen_32.jpg,1.3
1542,Team 5 (Tai Koo)_Co Sam Wendell Chen_52.jpg,0.7
1543,Team 5 (Tai Koo)_Co Sam Wendell Chen_67.jpg,-0.4
1544,Team 5 (Tai Koo)_Co Sam Wendell Chen_72.jpg,-0.6
1545,Team 5 (Tai Koo)_Co Sam Wendell Chen_73.jpg,-0.3
1546,Team 5 (Tai Koo)_Guillemot Raphaele Michelle_103.jpg,-1.1
1547,Team 5 (Tai Koo)_Guillemot Raphaele Michelle_107.jpg,-0.5
1548,Team 5 (Tai Koo)_Guillemot Raphaele Michelle_134.jpg,0.1
1549,Team 5 (Tai Koo)_Guillemot Raphaele Michelle_137.jpg,0.3
1550,Team 5 (Tai Koo)_Guillemot Raphaele Michelle_141.jpg,-0.8
1551,Team 5 (Tai Koo)_Guillemot Raphaele Michelle_153.jpg,-0.6
1552,Team 5 (Tai Koo)_Guillemot Raphaele Michelle_156.jpg,-1.3
1553,Team 5 (Tai Koo)_Guillemot Raphaele Michelle_176.jpg,-1.9
1554,Team 5 (Tai Koo)_Guillemot Raphaele Michelle_2.jpg,0.1
1555,Team 5 (Tai Koo)_Guillemot Raphaele Michelle_203.jpg,-2.0
1556,Team 5 (Tai Koo)_Guillemot Raphaele Michelle_206.jpg,0.5
1557,Team 5 (Tai Koo)_Guillemot Raphaele Michelle_220.jpg,-0.7
1558,Team 5 (Tai Koo)_Guillemot Raphaele Michelle_226.jpg,0.5
1559,Team 5 (Tai Koo)_Guillemot Raphaele Michelle_229.jpg,-1.2
1560,Team 5 (Tai Koo)_Guillemot Raphaele Michelle_235.jpg,-1.7
1561,Team 5 (Tai Koo)_Guillemot Raphaele Michelle_242.jpg,-2.4
1562,Team 5 (Tai Koo)_Guillemot Raphaele Michelle_31.jpg,0.6
1563,Team 5 (Tai Koo)_Guillemot Raphaele Michelle_34.jpg,0.9
1564,Team 5 (Tai Koo)_Guillemot Raphaele Michelle_36.jpg,-0.1
1565,Team 5 (Tai Koo)_Guillemot Raphaele Michelle_40.jpg,-1.7
1566,Team 5 (Tai Koo)_Guillemot Raphaele Michelle_48.jpg,-1.1
1567,Team 5 (Tai Koo)_Guillemot Raphaele Michelle_49.jpg,-1.0
1568,Team 5 (Tai Koo)_Guillemot Raphaele Michelle_53.jpg,-1.5
1569,Team 5 (Tai Koo)_Guillemot Raphaele Michelle_6.jpg,-0.9
1570,Team 5 (Tai Koo)_Guillemot Raphaele Michelle_72.jpg,-0.2
1571,Team 5 (Tai Koo)_Guillemot Raphaele Michelle_81.jpg,0.6
1572,Team 5 (Tai Koo)_Guillemot Raphaele Michelle_87.jpg,-0.3
1573,Team 5 (Tai Koo)_Guillemot Raphaele Michelle_89.jpg,-0.0
1574,Team 5 (Tai Koo)_Guillemot Raphaele Michelle_90.jpg,0.3
1575,Team 5 (Tai Koo)_Guillemot Raphaele Michelle_97.jpg,-0.8
1576,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_10.jpg,-0.8
1577,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_102.jpg,0.6
1578,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_103.jpg,0.2
1579,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_113.jpg,-0.8
1580,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_116.jpg,-0.4
1581,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_137.jpg,-1.0
1582,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_148.jpg,-1.8
1583,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_160.jpg,0.7
1584,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_170.jpg,-1.2
1585,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_181.jpg,0.8
1586,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_190.jpg,-1.5
1587,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_192.jpg,-1.3
1588,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_201.jpg,-0.3
1589,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_202.jpg,-1.5
1590,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_203.jpg,-1.8
1591,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_212.jpg,-1.0
1592,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_22.jpg,-0.3
1593,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_223.jpg,-0.3
1594,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_229.jpg,-1.5
1595,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_231.jpg,-1.4
1596,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_239.jpg,-1.4
1597,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_243.jpg,-2.2
1598,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_25.jpg,-1.1
1599,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_36.jpg,-1.2
1600,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_49.jpg,-0.3
1601,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_51.jpg,1.1
1602,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_61.jpg,-0.2
1603,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_64.jpg,0.1
1604,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_69.jpg,-1.2
1605,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_70.jpg,1.2
1606,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_85.jpg,-1.6
1607,Team 5 (Tai Koo)_Kwok Chung Yin (Gloria)_94.jpg,-1.4
1608,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_107.jpg,0.9
1609,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_108.jpg,-0.7
1610,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_110.jpg,-1.6
1611,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_117.jpg,0.1
1612,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_125.jpg,-0.3
1613,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_135.jpg,-0.2
1614,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_149.jpg,-1.2
1615,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_153.jpg,-0.4
1616,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_158.jpg,1.1
1617,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_163.jpg,-0.2
1618,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_170.jpg,-0.2
1619,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_177.jpg,-0.2
1620,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_178.jpg,-1.4
1621,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_18.jpg,1.1
